npc_piratesbox01	Recursos Piratas	2017-07-21T14:14:09.235034	Pirate cache
npc_robotbox01	Recursos Robot	2017-07-21T14:14:09.235034	Robot cache
npc_seeds	Semillas	2017-07-21T14:14:09.235034	Seeds
npc_tribbler01	Parásito	2017-07-21T14:14:09.235034	Hairy pest
npc_tribbler02	Parásito	2017-07-21T14:14:09.235034	Hairy pest
npc_tribbler03	Parásito	2017-07-21T14:14:09.235034	Hairy pest
npc_tribbler_boss	Reina parásito	2017-07-21T14:14:09.235034	Big hairy mess
npc_veg01	Vegetación	2017-07-21T14:14:09.235034	Vegetation
npc_veg02	Vegetación	2017-07-21T14:14:09.235034	Vegetation
npc_veg03	Vegetación	2017-07-21T14:14:09.235034	Vegetation
npc_visitorcucurbian01	Visitante Cucurbiano	2017-07-21T14:14:09.235034	Cucurbian visitor
npc_visitorcucurbian02	Visitante Cucurbiano	2017-07-21T14:14:09.235034	Cucurbian visitor
npc_visitorcucurbian03	Visitante Cucurbiano	2017-07-21T14:14:09.235034	Cucurbian visitor
npc_visitorcucurbian04	Visitante Cucurbiano	2017-07-21T14:14:09.235034	Cucurbian visitor
npc_worm	Gusano espacial	2017-07-21T14:14:09.235034	Space worm
npc_xenomorph	Xenomorfo	2017-07-21T14:14:09.235034	Xenomorph
obj_alienegg	Huevo xenormorfo	2017-07-21T14:14:09.235034	Xenomorph egg
obj_blorg-arch	Arco	2017-07-21T14:14:09.235034	Arch
obj_blorg-biojelly	Bioreactor	2017-07-21T14:14:09.235034	Bioreactor
obj_blorg-crates1	Contenedor	2017-07-21T14:14:09.235034	Crates
obj_blorg-crates2	Contenedor	2017-07-21T14:14:09.235034	Crates
obj_blorg-crates3	Contenedor	2017-07-21T14:14:09.235034	Crates
obj_blorg-house	Casa	2017-07-21T14:14:09.235034	House
obj_blorg-jelly	Gelatina	2017-07-21T14:14:09.235034	Jelly
obj_blorg-robotfactory	Factoría	2017-07-21T14:14:09.235034	Factory
obj_blorg-robotmegabrain	Cerebro	2017-07-21T14:14:09.235034	Brain
obj_blorg-ship-house	Nave reacondicionada	2017-07-21T14:14:09.235034	Repurposed ship
obj_blorg-shuttle	Lanzadera	2017-07-21T14:14:09.235034	Shuttle
obj_blorg-turret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_blorgbuilding04	Casa grande	2017-07-21T14:14:09.235034	Big house
obj_blorgwall	Pared	2017-07-21T14:14:09.235034	Wall
obj_blorgwallturret	Torreta	2017-07-21T14:14:09.235034	Turrent
obj_capsule	Cápsula	2017-07-21T14:14:09.235034	Capsule
obj_capsule-ok	Cápsula	2017-07-21T14:14:09.235034	Capsule
obj_chuchubox01	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_chuchubox02	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_chuchubox03	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_chuchubox04	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_chuchubox05	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_chuchubuilding01	Silo	2017-07-21T14:14:09.235034	Grain silo
obj_chuchubuilding02	Casa grande	2017-07-21T14:14:09.235034	Big house
obj_chuchubuilding03	Casa	2017-07-21T14:14:09.235034	House
obj_chuchubuilding04	Torre de vigilancia	2017-07-21T14:14:09.235034	Surveillance tower
obj_chuchudeposit	Depósito	2017-07-21T14:14:09.235034	Deposit
obj_chuchudestillery	Destilería	2017-07-21T14:14:09.235034	Distillery
obj_chuchufield	Campo	2017-07-21T14:14:09.235034	Field
obj_chuchupress	Prensa hidráulica	2017-07-21T14:14:09.235034	Hydraulic press
obj_chuchuwall	Pared	2017-07-21T14:14:09.235034	Wall
obj_chuchuwallturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_computer-off	Ordenador	2017-07-21T14:14:09.235034	Computer
obj_computer-on	Ordenador	2017-07-21T14:14:09.235034	Computer
obj_crashed-ship	Nave estrellada	2017-07-21T14:14:09.235034	Crashed ship
obj_crusantianbox01	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_crusantianbox02	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_crusantianbox03	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_crusantianbuilding01	Torre	2017-07-21T14:14:09.235034	Tower
obj_crusantianbuilding02	Ayuntamiento	2017-07-21T14:14:09.235034	Town hall
obj_crusantianbuilding03	Casa	2017-07-21T14:14:09.235034	House
obj_crusantianbuilding04	Casa	2017-07-21T14:14:09.235034	House
obj_crusantianfield	Campos	2017-07-21T14:14:09.235034	Fields
obj_crusantianwall	Pared	2017-07-21T14:14:09.235034	Wall
obj_crusantianwallturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_cucu-1	Pisos	2017-07-21T14:14:09.235034	Condo
obj_cucu-2	Casa	2017-07-21T14:14:09.235034	House
obj_cucu-3	Pisos	2017-07-21T14:14:09.235034	Condo
obj_cucu-airvent	Ventilación	2017-07-21T14:14:09.235034	Air vent
obj_cucu-debris-1	Restos	2017-07-21T14:14:09.235034	Debris
obj_cucu-debris-2	Restos	2017-07-21T14:14:09.235034	Debris
obj_cucu-elevator	Ascensor	2017-07-21T14:14:09.235034	Elevator
obj_cucu-superweapon	Cañón orbital	2017-07-21T14:14:09.235034	Anti orbital beam
obj_cucurbianairvent	Ventilación	2017-07-21T14:14:09.235034	Air vent
obj_cucurbianwall	Pared	2017-07-21T14:14:09.235034	Wall
obj_cucurbianwallturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_destroyedbuilding01	Restos	2017-07-21T14:14:09.235034	Debris
obj_destroyedbuilding02	Restos	2017-07-21T14:14:09.235034	Debris
obj_destroyedbuilding03	Restos	2017-07-21T14:14:09.235034	Debris
obj_destroyedbuilding04	Restos	2017-07-21T14:14:09.235034	Debris
obj_destroyedbuilding05	Restos	2017-07-21T14:14:09.235034	Debris
obj_destroyedbuilding06	Restos	2017-07-21T14:14:09.235034	Debris
obj_destroyedbuilding07	Restos	2017-07-21T14:14:09.235034	Debris
obj_destroyedbuilding08	Restos	2017-07-21T14:14:09.235034	Debris
obj_destroyedbuilding09	Restos	2017-07-21T14:14:09.235034	Debris
obj_destroyedbuilding10	Restos	2017-07-21T14:14:09.235034	Debris
obj_embassy-statue	Estatua	2017-07-21T14:14:09.235034	Statue
obj_generator	Generador	2017-07-21T14:14:09.235034	Generator
obj_generator-off	Generador	2017-07-21T14:14:09.235034	Generator
obj_generator-on	Generador	2017-07-21T14:14:09.235034	Generator
obj_hive-crystal	Formación mineral	2017-07-21T14:14:09.235034	Crystal
obj_hive-crystal2	Formación mineral	2017-07-21T14:14:09.235034	Crystal
obj_hive-crystal3	Formación mineral	2017-07-21T14:14:09.235034	Crystal
obj_hive-mother	Formación mineral	2017-07-21T14:14:09.235034	Crystal
obj_hive-nest	Nido	2017-07-21T14:14:09.235034	Nest
obj_hive-pupa	Pupa	2017-07-21T14:14:09.235034	Pupa
obj_human-boxes1	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_human-boxes2	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_human-boxes3	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_human-plant	Campo	2017-07-21T14:14:09.235034	Field
obj_human-plant-burnt	Campo quemado	2017-07-21T14:14:09.235034	Burnt field
obj_human-short	Casa	2017-07-21T14:14:09.235034	House
obj_human-station-box	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_human-tall	Pisos	2017-07-21T14:14:09.235034	Condo
obj_human-tower	Torre	2017-07-21T14:14:09.235034	Tower
obj_lemurianbox01	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_lemurianbox02	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_lemurianbox03	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_lemurianbuilding01	Pisos	2017-07-21T14:14:09.235034	Condo
obj_lemurianbuilding02	Casa grande	2017-07-21T14:14:09.235034	Big house
obj_lemurianbuilding03	Centro de comunicación	2017-07-21T14:14:09.235034	Comm center
obj_lemuriancomputer	Ordenador	2017-07-21T14:14:09.235034	Computer
obj_lemurianfield	Campo	2017-07-21T14:14:09.235034	Field
obj_lemurianmill	Molino	2017-07-21T14:14:09.235034	Mill
obj_lemurianwall	Pared	2017-07-21T14:14:09.235034	Wall
obj_lemurianwallturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_medusbomb	Bomba	2017-07-21T14:14:09.235034	Bomb
obj_medusbox01	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_medusbox02	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_medusbox03	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_medusbox04	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_medusbuilding01	Pisos	2017-07-21T14:14:09.235034	Condo
obj_medusbuilding02	Casa grande	2017-07-21T14:14:09.235034	Big house
obj_medusbuilding03	Pisos	2017-07-21T14:14:09.235034	Condo
obj_medusbuilding04	Casa	2017-07-21T14:14:09.235034	House
obj_medusfield	Campo	2017-07-21T14:14:09.235034	Field
obj_medustree	Campo	2017-07-21T14:14:09.235034	Field
obj_medusturbine	Turbina	2017-07-21T14:14:09.235034	Turbine
obj_meduswall	Pared	2017-07-21T14:14:09.235034	Wall
obj_meduswallturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_nogibox01	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_nogibox03	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_nogibuilding01	Pisos	2017-07-21T14:14:09.235034	Condo
obj_nogibuilding02	Casa	2017-07-21T14:14:09.235034	House
obj_nogibuilding03	Pisos	2017-07-21T14:14:09.235034	Condo
obj_nogibuilding04	Casa	2017-07-21T14:14:09.235034	House
obj_nogicondensator	Condensador	2017-07-21T14:14:09.235034	Capacitor
obj_nogiextractor	Extractor	2017-07-21T14:14:09.235034	Extractor
obj_nogigenerator	Generador	2017-07-21T14:14:09.235034	Generator
obj_nogiwall	Pared	2017-07-21T14:14:09.235034	Wall
obj_nogiwallturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_pest-field	Campo infestado	2017-07-21T14:14:09.235034	Plagued field
obj_pest-house	Casa infestada	2017-07-21T14:14:09.235034	Infested house
obj_pest-pile	Pila infestada	2017-07-21T14:14:09.235034	Pest pile
obj_pioneerswall	Pared	2017-07-21T14:14:09.235034	Wall
obj_pioneerswallturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_pirate-antenna	Antena	2017-07-21T14:14:09.235034	Antenna
obj_pirate-building-bikes	Motos	2017-07-21T14:14:09.235034	Bikes
obj_pirate-building-shuttle	Lanzadera	2017-07-21T14:14:09.235034	Shuttle
obj_pirate-building-tent	Tienda	2017-07-21T14:14:09.235034	Tent
obj_pirate-building-tower1	Torre	2017-07-21T14:14:09.235034	Tower
obj_pirate-building-tower2	Torre	2017-07-21T14:14:09.235034	Tower
obj_pirate-command	Torre de control	2017-07-21T14:14:09.235034	Control center
obj_pirate-crate	Contenedor	2017-07-21T14:14:09.235034	Crate
obj_pirate-debris-ab1	Restos	2017-07-21T14:14:09.235034	Debris
obj_pirate-debris-ab2	Restos	2017-07-21T14:14:09.235034	Debris
obj_pirate-debris-crap	Basura	2017-07-21T14:14:09.235034	Trash
obj_pirate-debris-crates1	Cajas	2017-07-21T14:14:09.235034	Crates
obj_pirate-debris-crates2	Cajas	2017-07-21T14:14:09.235034	Crates
obj_pirate-mineassembler	Factoría	2017-07-21T14:14:09.235034	Factory
obj_pirate-turret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_pirateswall	Pared	2017-07-21T14:14:09.235034	Wall
obj_pirateswallturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_probe	Sonda	2017-07-21T14:14:09.235034	Probe
obj_probe2	Sonda	2017-07-21T14:14:09.235034	Probe
obj_robotbattery01	Batería	2017-07-21T14:14:09.235034	Battery
obj_robotbattery02	Batería	2017-07-21T14:14:09.235034	Battery
obj_robotbox01	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_robotbox02	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_robotbox03	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_robotbox04	Cajas	2017-07-21T14:14:09.235034	Boxes
obj_robotbuilding01	Acelerador	2017-07-21T14:14:09.235034	Accelerator
obj_robotbuilding02	Fundición	2017-07-21T14:14:09.235034	Foundry
obj_robotbuilding03	Percolador	2017-07-21T14:14:09.235034	Percolator
obj_robotcondensator	Condensador	2017-07-21T14:14:09.235034	Capacitor
obj_robotsensor	Sensor	2017-07-21T14:14:09.235034	Sensor
obj_robotturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_robotwall	Pared	2017-07-21T14:14:09.235034	Wall
obj_robotwallturret	Torreta	2017-07-21T14:14:09.235034	Turret
obj_ruinsgreybuilding01	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinsgreybuilding02	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinsgreybuilding03	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinsgreybuilding04	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinsgreybuilding05	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinsgreybuilding06	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinsgreycolumns01	Columnas	2017-07-21T14:14:09.235034	Columns
obj_ruinsgreycolumns02	Columnas	2017-07-21T14:14:09.235034	Columns
obj_ruinsgreycolumns03	Columnas	2017-07-21T14:14:09.235034	Columns
obj_ruinsgreycolumns04	Columnas	2017-07-21T14:14:09.235034	Columns
obj_ruinsgreyrubble01	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinsgreyrubble02	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinsgreyrubble03	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinsgreyrubble04	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinsgreyrubble05	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinsgreyrubble06	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinsgreystatue01	Estatua	2017-07-21T14:14:09.235034	Statue
obj_ruinsgreystatue02	Estatua	2017-07-21T14:14:09.235034	Statue
obj_ruinspyhall01	Sala	2017-07-21T14:14:09.235034	Hall
obj_ruinspyhall02	Sala	2017-07-21T14:14:09.235034	Hall
obj_ruinspyhall03	Sala	2017-07-21T14:14:09.235034	Hall
obj_ruinspyhall04	Sala	2017-07-21T14:14:09.235034	Hall
obj_ruinspyhall05	Sala	2017-07-21T14:14:09.235034	Hall
obj_ruinspyhall06	Sala	2017-07-21T14:14:09.235034	Hall
obj_ruinspyrbuilding01	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinspyrbuilding02	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinspyrbuilding03	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinspyrbuilding04	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinspyrbuilding05	Ruinas	2017-07-21T14:14:09.235034	Ruins
obj_ruinspyrpyramid01part0	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrpyramid01part1	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrpyramid01part2	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrpyramid01part3	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrpyramid01part4	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrpyramid02part1	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrpyramid02part2	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrpyramid02part3	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrpyramid03	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrpyramid04	Pirámide	2017-07-21T14:14:09.235034	Pyramid
obj_ruinspyrrubble01	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinspyrrubble02	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinspyrrubble03	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinspyrrubble04	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinspyrrubble05	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinspyrrubble06	Restos	2017-07-21T14:14:09.235034	Rubble
obj_ruinspyrsphinx01	Esfinge	2017-07-21T14:14:09.235034	Sphinx
obj_ruinspyrsphinx02	Esfinge	2017-07-21T14:14:09.235034	Sphinx
obj_ruinspyrsphinx03	Esfinge	2017-07-21T14:14:09.235034	Sphinx
obj_ruinspyrsphinx04	Esfinge	2017-07-21T14:14:09.235034	Sphinx
obj_ruinspyrstatue01	Estatua	2017-07-21T14:14:09.235034	Statue
obj_ruinspyrstatue02	Estatua	2017-07-21T14:14:09.235034	Statue
obj_ruinspyrstatue03	Estatua	2017-07-21T14:14:09.235034	Statue
obj_ship-debris-1	Restos	2017-07-21T14:14:09.235034	Debris
obj_ship-debris-2	Restos	2017-07-21T14:14:09.235034	Debris
obj_ship-debris-3	Restos	2017-07-21T14:14:09.235034	Debris
obj_shuttle	Lanzadera	2017-07-21T14:14:09.235034	Shuttle
obj_silo	Silo	2017-07-21T14:14:09.235034	Silo
obj_soup	Sopa	2017-07-21T14:14:09.235034	Soup
obj_soy-empty	Campo	2017-07-21T14:14:09.235034	Field
obj_surprise-crate	Cajas	2017-07-21T14:14:09.235034	Crate
officer_location_station	Estación	2017-07-21T14:14:09.235034	Home station
planetarium	Planetario	2017-07-21T14:14:09.235034	Planetarium
planetarium_desc_friendly	Pero tu buena reputación con ~A te permite pagar un tributo y obtener la misma información, sin violencia y sin perder reputación.	2017-07-21T14:14:09.235034	But your good standing with ~A allows you to instead pay a tribute to get the same information, without bloodshed or reputation loss.
planetarium_desc_hostile	Destruir este edificio desbloqueará los siguientes sistemas: ~A	2017-07-21T14:14:09.235034	Destroying this building will unlock the following star systems: ~A
planetarium_pay	Pagar tributo	2017-07-21T14:14:09.235034	Pay tribute
planetarium_price	Precio: ~A @ui_icon_20px_credits04.png	2017-07-21T14:14:09.235034	Price: ~A @ui_icon_20px_credits04.png
planetarium_warn_rep	Destruir este edificio reducirá masivamente tu reputación con ~A.	2017-07-21T14:14:09.235034	Destroying this building will massively reduce your reputation with ~A.
price_too_much	No hay suficientes créditos	2017-07-21T14:14:09.235034	Not enough credits
prod_current_queue2	Cola actual	2017-07-21T14:14:09.235034	Current queue
producing_recipe2	Produciendo	2017-07-21T14:14:09.235034	Producing
projectile_reactive_desc	Area en tiempo, Proyectil	2017-07-21T14:14:09.235034	Area over time, Projectile
recruit_hire_price	Precio de contrato: ~A @ui_icon_20px_credits04.png	2017-07-21T14:14:09.235034	Hiring bonus: ~A @ui_icon_20px_credits04.png
